TypeNamespacePrefix,TypeName,QualifiedType,PropertyNamespacePrefix,PropertyName,QualifiedProperty,MinOccurs,MaxOccurs,Definition,SequenceNumber
biom,ImageType,biom:ImageType,biom,ImageHorizontalPixelDensityValue,biom:ImageHorizontalPixelDensityValue,0,unbounded,,7
biom,ImageType,biom:ImageType,biom,ImageQuality,biom:ImageQuality,0,9,,8
biom,ImageType,biom:ImageType,biom,ImageScaleUnitsCode,biom:ImageScaleUnitsCode,0,unbounded,,9
nc,ImageType,nc:ImageType,nc,ImageHeightValue,nc:ImageHeightValue,0,unbounded,,10
biom,ImageType,biom:ImageType,biom,ImageCategoryCode,biom:ImageCategoryCode,0,unbounded,,10
biom,ImageType,biom:ImageType,biom,ImageVerticalLineLengthPixelQuantity,biom:ImageVerticalLineLengthPixelQuantity,0,unbounded,,11
biom,ImageType,biom:ImageType,biom,ImageVerticalPixelDensityValue,biom:ImageVerticalPixelDensityValue,0,unbounded,,12
biom,ImageType,biom:ImageType,biom,ImageDistortion,biom:ImageDistortion,0,unbounded,,13
biom,ImageType,biom:ImageType,biom,NativeScanningResolutionValue,biom:NativeScanningResolutionValue,0,unbounded,,14
biom,ImageType,biom:ImageType,biom,NominalScanningResolutionValue,biom:NominalScanningResolutionValue,0,unbounded,,15
biom,ImageType,biom:ImageType,biom,NominalTransmittingResolutionValue,biom:NominalTransmittingResolutionValue,0,unbounded,,16
biom,ImageType,biom:ImageType,biom,ScanningResolutionCategoryCode,biom:ScanningResolutionCategoryCode,0,unbounded,,17
nc,ImageType,nc:ImageType,nc,ImageLocation,nc:ImageLocation,0,unbounded,,20
nc,ImageType,nc:ImageType,nc,ImageWidthValue,nc:ImageWidthValue,0,unbounded,,40
nc,ImageType,nc:ImageType,nc,ImageAugmentationPoint,nc:ImageAugmentationPoint,0,unbounded,,9999
biom,ImageType,biom:ImageType,biom,ImageAugmentationPoint,biom:ImageAugmentationPoint,0,unbounded,,9999
im,ImmigrantRoleType,im:ImmigrantRoleType,im,ImmigrantRoleAugmentationPoint,im:ImmigrantRoleAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationType,im,FileReceivedDate,im:FileReceivedDate,0,1,,10
im,ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationType,im,GenericBenefitDate,im:GenericBenefitDate,0,1,,20
im,ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationType,im,BenefitInsertionDate,im:BenefitInsertionDate,0,1,,30
im,ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationType,im,PremiumProcessingIndicator,im:PremiumProcessingIndicator,0,1,,40
im,ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationType,im,OfficeLocationText,im:OfficeLocationText,0,1,,50
im,ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationType,im,OfficeSubLocationText,im:OfficeSubLocationText,0,1,,60
im,ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationType,im,MultipleBeneficiaryIndicator,im:MultipleBeneficiaryIndicator,0,1,,70
im,ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationType,im,ImmigrationReceiptNumberIdentification,im:ImmigrationReceiptNumberIdentification,0,1,,80
im,ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationType,im,FormNameDescriptionText,im:FormNameDescriptionText,0,1,,90
im,ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationType,im,FormSubmittedDate,im:FormSubmittedDate,0,1,,100
im,ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationType,scr,InterviewEncounter,scr:InterviewEncounter,0,unbounded,,110
im,ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationType,im,ImmigrationBenefitApplicationAugmentationPoint,im:ImmigrationBenefitApplicationAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitChangeOfNonImmigrantStatusType,im:ImmigrationBenefitChangeOfNonImmigrantStatusType,im,ChangeOfNonImmigrantStatusIndicator,im:ChangeOfNonImmigrantStatusIndicator,0,1,,10
im,ImmigrationBenefitChangeOfNonImmigrantStatusType,im:ImmigrationBenefitChangeOfNonImmigrantStatusType,nc,PersonUnionAssociation,nc:PersonUnionAssociation,0,unbounded,,20
im,ImmigrationBenefitChangeOfNonImmigrantStatusType,im:ImmigrationBenefitChangeOfNonImmigrantStatusType,im,Dependent,im:Dependent,0,unbounded,,40
im,ImmigrationBenefitChangeOfNonImmigrantStatusType,im:ImmigrationBenefitChangeOfNonImmigrantStatusType,im,SEVISID,im:SEVISID,0,1,,50
im,ImmigrationBenefitChangeOfNonImmigrantStatusType,im:ImmigrationBenefitChangeOfNonImmigrantStatusType,cyfs,ParentChildAssociation,cyfs:ParentChildAssociation,0,unbounded,,60
im,ImmigrationBenefitChangeOfNonImmigrantStatusType,im:ImmigrationBenefitChangeOfNonImmigrantStatusType,im,ImmigrationBenefitChangeOfNonImmigrantStatusAugmentationPoint,im:ImmigrationBenefitChangeOfNonImmigrantStatusAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitChangeOfStatusEligibilityType,im:ImmigrationBenefitChangeOfStatusEligibilityType,im,ScholarshipGrantAmount,im:ScholarshipGrantAmount,0,unbounded,,10
im,ImmigrationBenefitChangeOfStatusEligibilityType,im:ImmigrationBenefitChangeOfStatusEligibilityType,im,ImmigrationBenefitChangeOfStatusEligibilityAugmentationPoint,im:ImmigrationBenefitChangeOfStatusEligibilityAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitDeclarationType,im:ImmigrationBenefitDeclarationType,nc,Person,nc:Person,0,1,,10
im,ImmigrationBenefitDeclarationType,im:ImmigrationBenefitDeclarationType,im,IndicatorDescriptionPair,im:IndicatorDescriptionPair,0,1,,20
im,ImmigrationBenefitDeclarationType,im:ImmigrationBenefitDeclarationType,im,BenefitDeclarationOtherResponseText,im:BenefitDeclarationOtherResponseText,0,unbounded,,30
im,ImmigrationBenefitDeclarationType,im:ImmigrationBenefitDeclarationType,im,BenefitDeclarationStatementText,im:BenefitDeclarationStatementText,0,unbounded,,40
im,ImmigrationBenefitDeclarationType,im:ImmigrationBenefitDeclarationType,im,BenefitDeclarationAdditionalInformationText,im:BenefitDeclarationAdditionalInformationText,0,unbounded,,50
im,ImmigrationBenefitDeclarationType,im:ImmigrationBenefitDeclarationType,im,ImmigrationBenefitDeclarationAugmentationPoint,im:ImmigrationBenefitDeclarationAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitDisabilityAccommodationType,im:ImmigrationBenefitDisabilityAccommodationType,nc,Person,nc:Person,0,unbounded,,10
im,ImmigrationBenefitDisabilityAccommodationType,im:ImmigrationBenefitDisabilityAccommodationType,im,DisabilityImpairmentIndicator,im:DisabilityImpairmentIndicator,0,unbounded,,20
im,ImmigrationBenefitDisabilityAccommodationType,im:ImmigrationBenefitDisabilityAccommodationType,im,DeafHardHearingIndicator,im:DeafHardHearingIndicator,0,1,,30
im,ImmigrationBenefitDisabilityAccommodationType,im:ImmigrationBenefitDisabilityAccommodationType,im,BlindSightImpairedIndicator,im:BlindSightImpairedIndicator,0,1,,40
im,ImmigrationBenefitDisabilityAccommodationType,im:ImmigrationBenefitDisabilityAccommodationType,im,DisabilityAccommodationIndicator,im:DisabilityAccommodationIndicator,0,1,,50
im,ImmigrationBenefitDisabilityAccommodationType,im:ImmigrationBenefitDisabilityAccommodationType,im,DeafHardHearingAccommodationText,im:DeafHardHearingAccommodationText,0,1,,60
im,ImmigrationBenefitDisabilityAccommodationType,im:ImmigrationBenefitDisabilityAccommodationType,im,BlindSightImpairedAccommodationText,im:BlindSightImpairedAccommodationText,0,1,,70
im,ImmigrationBenefitDisabilityAccommodationType,im:ImmigrationBenefitDisabilityAccommodationType,im,DisabilityAccommodationText,im:DisabilityAccommodationText,0,1,,80
im,ImmigrationBenefitDisabilityAccommodationType,im:ImmigrationBenefitDisabilityAccommodationType,im,ImmigrationBenefitDisabilityAccommodationAugmentationPoint,im:ImmigrationBenefitDisabilityAccommodationAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitEligibilityPrincipalAlienType,im:ImmigrationBenefitEligibilityPrincipalAlienType,im,PrincipalRolePerson,im:PrincipalRolePerson,0,1,,10
im,ImmigrationBenefitEligibilityPrincipalAlienType,im:ImmigrationBenefitEligibilityPrincipalAlienType,im,NonImmigrantWorkerPetitionConcurrentlyFiledIndicator,im:NonImmigrantWorkerPetitionConcurrentlyFiledIndicator,0,1,,20
im,ImmigrationBenefitEligibilityPrincipalAlienType,im:ImmigrationBenefitEligibilityPrincipalAlienType,im,NonImmigrantWorkerPetitionPreviouslyFiledReceiptNumberIdentification,im:NonImmigrantWorkerPetitionPreviouslyFiledReceiptNumberIdentification,0,1,,30
im,ImmigrationBenefitEligibilityPrincipalAlienType,im:ImmigrationBenefitEligibilityPrincipalAlienType,im,NonImmigrantInspectionAdmissionStatus,im:NonImmigrantInspectionAdmissionStatus,0,1,,40
im,ImmigrationBenefitEligibilityPrincipalAlienType,im:ImmigrationBenefitEligibilityPrincipalAlienType,im,ImmigrationBenefitEligibilityPrincipalAlienAugmentationPoint,im:ImmigrationBenefitEligibilityPrincipalAlienAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitEligibilityType,im:ImmigrationBenefitEligibilityType,j,Arrest,j:Arrest,0,unbounded,,10
im,ImmigrationBenefitEligibilityType,im:ImmigrationBenefitEligibilityType,j,Conviction,j:Conviction,0,unbounded,,20
im,ImmigrationBenefitEligibilityType,im:ImmigrationBenefitEligibilityType,im,ImmigrationDeportation,im:ImmigrationDeportation,0,unbounded,,30
im,ImmigrationBenefitEligibilityType,im:ImmigrationBenefitEligibilityType,im,ImmigrationBenefitDeclaration,im:ImmigrationBenefitDeclaration,0,unbounded,,40
im,ImmigrationBenefitEligibilityType,im:ImmigrationBenefitEligibilityType,im,ImmigrationBenefitEligibilityAugmentationPoint,im:ImmigrationBenefitEligibilityAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitEvidenceType,im:ImmigrationBenefitEvidenceType,im,ArrivalDepartureNotProvidingReasonText,im:ArrivalDepartureNotProvidingReasonText,0,1,,40
im,ImmigrationBenefitEvidenceType,im:ImmigrationBenefitEvidenceType,im,BenefitEvidenceCategory,im:BenefitEvidenceCategory,0,unbounded,,50
im,ImmigrationBenefitEvidenceType,im:ImmigrationBenefitEvidenceType,im,BenefitEvidenceNotProvidedReasonText,im:BenefitEvidenceNotProvidedReasonText,0,unbounded,,60
im,ImmigrationBenefitEvidenceType,im:ImmigrationBenefitEvidenceType,im,ImmigrationBenefitEvidenceAugmentationPoint,im:ImmigrationBenefitEvidenceAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im,ImmigrationBenefitEligibilityPrincipalAlien,im:ImmigrationBenefitEligibilityPrincipalAlien,0,1,,10
im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im,ImmigrantVisaApplicant,im:ImmigrantVisaApplicant,0,1,,20
im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im,ImmigrantVisaCaseReceiptNumberIdentification,im:ImmigrantVisaCaseReceiptNumberIdentification,0,1,,30
im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im,BeneficiaryReceivedOtherBenefits,im:BeneficiaryReceivedOtherBenefits,0,unbounded,,40
im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im,BeneficiaryReceivedOtherBenefitsCaseReceiptNumberIdentification,im:BeneficiaryReceivedOtherBenefitsCaseReceiptNumberIdentification,0,1,,50
im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im,PermanentResidentAdjustmentApplicant,im:PermanentResidentAdjustmentApplicant,0,1,,60
im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im,PermanentResidentAdjustmentCaseReceiptNumberIdentification,im:PermanentResidentAdjustmentCaseReceiptNumberIdentification,0,1,,70
im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im,AlienExchangeVisitorRole,im:AlienExchangeVisitorRole,0,1,,80
im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im,ExchangeVisitorTwoYearForeignResidentRequirementIndicator,im:ExchangeVisitorTwoYearForeignResidentRequirementIndicator,0,1,,90
im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im,ExchangeVisitorTwoYearForeignResidentWaiverIndicator,im:ExchangeVisitorTwoYearForeignResidentWaiverIndicator,0,1,,100
im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im,ExchangeVisitorCaseReceiptNumberIdentification,im:ExchangeVisitorCaseReceiptNumberIdentification,0,1,,110
im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im,ImmigrationBenefitExtendChangeStatusEligibilityAugmentationPoint,im:ImmigrationBenefitExtendChangeStatusEligibilityAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitExtensionOfStayEligibilityType,im:ImmigrationBenefitExtensionOfStayEligibilityType,im,ScholarshipGrantAmount,im:ScholarshipGrantAmount,0,unbounded,,10
im,ImmigrationBenefitExtensionOfStayEligibilityType,im:ImmigrationBenefitExtensionOfStayEligibilityType,im,ImmigrationBenefitExtensionOfStayEligibilityAugmentationPoint,im:ImmigrationBenefitExtensionOfStayEligibilityAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitExtensionOfStayType,im:ImmigrationBenefitExtensionOfStayType,im,ExtensionOfStayDate,im:ExtensionOfStayDate,1,1,,10
im,ImmigrationBenefitExtensionOfStayType,im:ImmigrationBenefitExtensionOfStayType,nc,PersonUnionAssociation,nc:PersonUnionAssociation,0,unbounded,,20
im,ImmigrationBenefitExtensionOfStayType,im:ImmigrationBenefitExtensionOfStayType,im,Dependent,im:Dependent,0,unbounded,,40
im,ImmigrationBenefitExtensionOfStayType,im:ImmigrationBenefitExtensionOfStayType,cyfs,ParentChildAssociation,cyfs:ParentChildAssociation,0,unbounded,,50
im,ImmigrationBenefitExtensionOfStayType,im:ImmigrationBenefitExtensionOfStayType,im,ImmigrationBenefitExtensionOfStayAugmentationPoint,im:ImmigrationBenefitExtensionOfStayAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitMisconductDeclarationType,im:ImmigrationBenefitMisconductDeclarationType,im,Country,im:Country,0,1,,10
im,ImmigrationBenefitMisconductDeclarationType,im:ImmigrationBenefitMisconductDeclarationType,im,TargetOrganizationName,im:TargetOrganizationName,0,1,,20
im,ImmigrationBenefitMisconductDeclarationType,im:ImmigrationBenefitMisconductDeclarationType,im,ImmigrationBenefitMisconductDeclarationAugmentationPoint,im:ImmigrationBenefitMisconductDeclarationAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitReinstatementOfStudentStatusEligibilityType,im:ImmigrationBenefitReinstatementOfStudentStatusEligibilityType,im,ReinstatementOfStudentStatusIndicator,im:ReinstatementOfStudentStatusIndicator,0,unbounded,,10
im,ImmigrationBenefitReinstatementOfStudentStatusEligibilityType,im:ImmigrationBenefitReinstatementOfStudentStatusEligibilityType,im,ImmigrationBenefitReinstatementOfStudentStatusEligibilityAugmentationPoint,im:ImmigrationBenefitReinstatementOfStudentStatusEligibilityAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitReinstatementOfStudentStatusType,im:ImmigrationBenefitReinstatementOfStudentStatusType,im,ReinstatementOfStudentStatusIndicator,im:ReinstatementOfStudentStatusIndicator,0,1,,10
im,ImmigrationBenefitReinstatementOfStudentStatusType,im:ImmigrationBenefitReinstatementOfStudentStatusType,im,ImmigrationBenefitReinstatementOfStudentStatusAugmentationPoint,im:ImmigrationBenefitReinstatementOfStudentStatusAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitRepresentativeType,im:ImmigrationBenefitRepresentativeType,im,BenefitRequestPreparer,im:BenefitRequestPreparer,0,1,,10
im,ImmigrationBenefitRepresentativeType,im:ImmigrationBenefitRepresentativeType,im,BenefitRequestSignatureIndicator,im:BenefitRequestSignatureIndicator,0,1,,20
im,ImmigrationBenefitRepresentativeType,im:ImmigrationBenefitRepresentativeType,im,BenefitRequestSignatureDate,im:BenefitRequestSignatureDate,0,1,,30
im,ImmigrationBenefitRepresentativeType,im:ImmigrationBenefitRepresentativeType,im,ImmigrationBenefitRepresentativeAugmentationPoint,im:ImmigrationBenefitRepresentativeAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,nc,Person,nc:Person,0,unbounded,,10
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,im,PersonCountryAssociation,im:PersonCountryAssociation,0,unbounded,,20
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,nc,ContactInformation,nc:ContactInformation,0,unbounded,,30
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,nc,PersonUnionAssociation,nc:PersonUnionAssociation,0,unbounded,,60
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,nc,PersonEmploymentAssociation,nc:PersonEmploymentAssociation,0,unbounded,,70
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,im,ImmigrationBenefitRequester,im:ImmigrationBenefitRequester,1,1,,80
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,im,ImmigrationBenefitApplication,im:ImmigrationBenefitApplication,0,1,,90
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,im,ImmigrationBenefitEligibility,im:ImmigrationBenefitEligibility,0,1,,100
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,im,ImmigrationBenefitBeneficiary,im:ImmigrationBenefitBeneficiary,0,unbounded,,110
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,im,ImmigrationBenefitDisabilityAccommodations,im:ImmigrationBenefitDisabilityAccommodations,0,unbounded,,120
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,im,ImmigrationBenefitRepresentative,im:ImmigrationBenefitRepresentative,0,1,,140
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,im,PersonCountryRole,im:PersonCountryRole,0,unbounded,,160
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,nc,Organization,nc:Organization,0,unbounded,,170
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,im,Country,im:Country,0,unbounded,,180
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,im,ImmigrationBenefitEvidence,im:ImmigrationBenefitEvidence,0,unbounded,,190
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,im,ImmigrationBenefitSignature,im:ImmigrationBenefitSignature,0,unbounded,,200
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,cyfs,ParentChildAssociation,cyfs:ParentChildAssociation,0,unbounded,,210
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,cyfs,PersonOtherKinAssociation,cyfs:PersonOtherKinAssociation,0,unbounded,,220
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,im,ImmigrationBenefitRequestAugmentationPoint,im:ImmigrationBenefitRequestAugmentationPoint,0,unbounded,,9999
im,ImmigrationBenefitSignatureType,im:ImmigrationBenefitSignatureType,im,BenefitRequestSignatureIndicator,im:BenefitRequestSignatureIndicator,0,1,,10
im,ImmigrationBenefitSignatureType,im:ImmigrationBenefitSignatureType,im,BenefitRequestSignatureDate,im:BenefitRequestSignatureDate,0,1,,20
im,ImmigrationBenefitSignatureType,im:ImmigrationBenefitSignatureType,nc,Person,nc:Person,0,unbounded,,30
im,ImmigrationBenefitSignatureType,im:ImmigrationBenefitSignatureType,im,ImmigrationBenefitSignatureAugmentationPoint,im:ImmigrationBenefitSignatureAugmentationPoint,0,unbounded,,9999
im,ImmigrationDeportationType,im:ImmigrationDeportationType,nc,Person,nc:Person,0,1,,10
im,ImmigrationDeportationType,im:ImmigrationDeportationType,im,DeportationLocation,im:DeportationLocation,0,1,,20
im,ImmigrationDeportationType,im:ImmigrationDeportationType,im,DeportationCompleteIndicator,im:DeportationCompleteIndicator,0,1,,30
im,ImmigrationDeportationType,im:ImmigrationDeportationType,im,DeportationInProgressIndicator,im:DeportationInProgressIndicator,0,1,,40
im,ImmigrationDeportationType,im:ImmigrationDeportationType,im,DepartProofText,im:DepartProofText,0,1,,50
im,ImmigrationDeportationType,im:ImmigrationDeportationType,im,DepartProofDescriptionText,im:DepartProofDescriptionText,0,1,,60
im,ImmigrationDeportationType,im:ImmigrationDeportationType,im,ImmigrationDeportationAugmentationPoint,im:ImmigrationDeportationAugmentationPoint,0,unbounded,,9999
im,ImmigrationDetentionType,im:ImmigrationDetentionType,im,SentenceTimeNumeric,im:SentenceTimeNumeric,0,unbounded,,1650
im,ImmigrationDetentionType,im:ImmigrationDetentionType,im,MedicationIndicator,im:MedicationIndicator,0,unbounded,,1660
im,ImmigrationDetentionType,im:ImmigrationDetentionType,im,BookOutOfficer,im:BookOutOfficer,0,unbounded,,1670
im,ImmigrationDetentionType,im:ImmigrationDetentionType,im,SearchOfficer,im:SearchOfficer,0,unbounded,,1680
im,ImmigrationDetentionType,im:ImmigrationDetentionType,im,BookInOfficer,im:BookInOfficer,0,unbounded,,1690
im,ImmigrationDetentionType,im:ImmigrationDetentionType,im,ReleaseConditionText,im:ReleaseConditionText,0,unbounded,,1710
im,ImmigrationDetentionType,im:ImmigrationDetentionType,scr,ProjectedReleaseDate,scr:ProjectedReleaseDate,0,unbounded,,1720
im,ImmigrationDetentionType,im:ImmigrationDetentionType,scr,MedicationText,scr:MedicationText,0,unbounded,,1730
im,ImmigrationDetentionType,im:ImmigrationDetentionType,im,ActualReleaseDate,im:ActualReleaseDate,0,unbounded,,1740
im,ImmigrationDetentionType,im:ImmigrationDetentionType,scr,InmateNumberID,scr:InmateNumberID,0,unbounded,,1750
im,ImmigrationDetentionType,im:ImmigrationDetentionType,im,ReleaseReason,im:ReleaseReason,0,unbounded,,1760
im,ImmigrationDetentionType,im:ImmigrationDetentionType,im,DetainerLiftReason,im:DetainerLiftReason,0,unbounded,,1770
im,ImmigrationDetentionType,im:ImmigrationDetentionType,im,ConsulateNotifiedDate,im:ConsulateNotifiedDate,0,unbounded,,1780
im,ImmigrationDetentionType,im:ImmigrationDetentionType,im,BarracksCategoryText,im:BarracksCategoryText,0,unbounded,,1790
im,ImmigrationDetentionType,im:ImmigrationDetentionType,im,BaggageReceiptNumberID,im:BaggageReceiptNumberID,0,unbounded,,1800
im,ImmigrationDetentionType,im:ImmigrationDetentionType,im,ImmigrationDetentionAugmentationPoint,im:ImmigrationDetentionAugmentationPoint,0,unbounded,,9999
im,ImmigrationDocumentSubmitterType,im:ImmigrationDocumentSubmitterType,im,SubmittingEntity,im:SubmittingEntity,0,unbounded,,1
im,ImmigrationDocumentSubmitterType,im:ImmigrationDocumentSubmitterType,im,DocumentSubmittedDate,im:DocumentSubmittedDate,0,unbounded,,2
im,ImmigrationDocumentSubmitterType,im:ImmigrationDocumentSubmitterType,im,AlienNumberIdentification,im:AlienNumberIdentification,0,unbounded,,3
im,ImmigrationDocumentSubmitterType,im:ImmigrationDocumentSubmitterType,im,ImmigrationDocumentSubmitterAugmentationPoint,im:ImmigrationDocumentSubmitterAugmentationPoint,0,unbounded,,9999
scr,ImmigrationStatusType,scr:ImmigrationStatusType,scr,AdmitMaximumDayQuantity,scr:AdmitMaximumDayQuantity,0,unbounded,,1760
scr,ImmigrationStatusType,scr:ImmigrationStatusType,scr,AdmitDefaultDayQuantity,scr:AdmitDefaultDayQuantity,0,unbounded,,1770
scr,ImmigrationStatusType,scr:ImmigrationStatusType,scr,ClassOfAdmissionDurationBasisCategoryText,scr:ClassOfAdmissionDurationBasisCategoryText,0,unbounded,,1800
scr,ImmigrationStatusType,scr:ImmigrationStatusType,scr,ClassOfAdmissionDurationBasisCategoryDescriptionText,scr:ClassOfAdmissionDurationBasisCategoryDescriptionText,0,unbounded,,1810
scr,ImmigrationStatusType,scr:ImmigrationStatusType,scr,ImmigrationStatusAugmentationPoint,scr:ImmigrationStatusAugmentationPoint,0,unbounded,,9999
it,ImporterType,it:ImporterType,it,ImporterIdentification,it:ImporterIdentification,0,unbounded,,217
it,ImporterType,it:ImporterType,it,ImporterIDCategory,it:ImporterIDCategory,0,unbounded,,218
it,ImporterType,it:ImporterType,it,RoleOfParty,it:RoleOfParty,0,unbounded,,219
it,ImporterType,it:ImporterType,it,ImporterAugmentationPoint,it:ImporterAugmentationPoint,0,unbounded,,9999
j,IncarcerationType,j:IncarcerationType,j,IncarcerationProjectedReleaseMethodText,j:IncarcerationProjectedReleaseMethodText,0,unbounded,,10
j,IncarcerationType,j:IncarcerationType,j,IncarcerationProjectedReleaseDate,j:IncarcerationProjectedReleaseDate,0,unbounded,,10
j,IncarcerationType,j:IncarcerationType,j,IncarcerationParoleEligibilityDate,j:IncarcerationParoleEligibilityDate,0,unbounded,,10
j,IncarcerationType,j:IncarcerationType,j,IncarcerationProjectedReleasePreparationDate,j:IncarcerationProjectedReleasePreparationDate,0,unbounded,,10
j,IncarcerationType,j:IncarcerationType,j,IncarcerationAugmentationPoint,j:IncarcerationAugmentationPoint,0,unbounded,,9999
j,IncidentArrestAssociationType,j:IncidentArrestAssociationType,nc,Incident,nc:Incident,0,unbounded,,10
j,IncidentArrestAssociationType,j:IncidentArrestAssociationType,j,Arrest,j:Arrest,0,unbounded,,10
j,IncidentArrestAssociationType,j:IncidentArrestAssociationType,j,IncidentArrestAssociationAugmentationPoint,j:IncidentArrestAssociationAugmentationPoint,0,unbounded,,9999
em,IncidentAugmentationType,em:IncidentAugmentationType,em,IncidentSummaryText,em:IncidentSummaryText,0,unbounded,,1
em,IncidentAugmentationType,em:IncidentAugmentationType,em,IncidentPublishDate,em:IncidentPublishDate,0,unbounded,,2
em,IncidentAugmentationType,em:IncidentAugmentationType,em,IncidentUpdateDate,em:IncidentUpdateDate,0,unbounded,,3
em,IncidentAugmentationType,em:IncidentAugmentationType,em,ParentIncident,em:ParentIncident,0,unbounded,,4
em,IncidentAugmentationType,em:IncidentAugmentationType,em,ChildIncident,em:ChildIncident,0,unbounded,,5
em,IncidentAugmentationType,em:IncidentAugmentationType,em,RelatedIncident,em:RelatedIncident,0,unbounded,,6
em,IncidentAugmentationType,em:IncidentAugmentationType,em,IncidentActionCode,em:IncidentActionCode,0,unbounded,,7
em,IncidentAugmentationType,em:IncidentAugmentationType,em,Owner,em:Owner,0,unbounded,,8
em,IncidentAugmentationType,em:IncidentAugmentationType,em,Author,em:Author,0,unbounded,,9
j,IncidentAugmentationType,j:IncidentAugmentationType,j,IncidentEvidenceHeldIndicator,j:IncidentEvidenceHeldIndicator,0,unbounded,,10
j,IncidentAugmentationType,j:IncidentAugmentationType,j,IncidentArrest,j:IncidentArrest,0,unbounded,,10
j,IncidentAugmentationType,j:IncidentAugmentationType,j,IncidentEmergencyServiceRequiredIndicator,j:IncidentEmergencyServiceRequiredIndicator,0,unbounded,,10
j,IncidentAugmentationType,j:IncidentAugmentationType,j,IncidentReviewPanel,j:IncidentReviewPanel,0,unbounded,,10
