PropertyNamespacePrefix,PropertyName,QualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,Definition,TypeNamespacePrefix,TypeName,QualifiedType,SubstitutionGroupPropertyNamespacePrefix,SubstitutionGroupPropertyName,SubstitutionGroupQualifiedProperty
j,PersonSexRapSheetCode,j:PersonSexRapSheetCode,TRUE,FALSE,,,,A code set identifying a gender or sex of a person.,j,PersonSexCodeType,j:PersonSexCodeType,nc,PersonSex,nc:PersonSex
nc,PersonSexText,nc:PersonSexText,TRUE,FALSE,,,,A gender or sex of a person.,nc,TextType,nc:TextType,nc,PersonSex,nc:PersonSex
j,PersonSexualOrientation,j:PersonSexualOrientation,TRUE,TRUE,,,,A data concept for a target gender of the sexual interest of a person.,,,,,,
j,PersonSexualOrientationCode,j:PersonSexualOrientationCode,TRUE,FALSE,,,,A target gender of the sexual interest of a person.,ndex,PersonSexualOrientationCodeType,ndex:PersonSexualOrientationCodeType,j,PersonSexualOrientation,j:PersonSexualOrientation
nc,PersonSexualOrientationText,nc:PersonSexualOrientationText,TRUE,FALSE,,,,A target gender of the sexual interest of a person.,nc,TextType,nc:TextType,,,
j,PersonSightedIndicator,j:PersonSightedIndicator,TRUE,FALSE,,,,True if a person has been sighted; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,PersonSignature,j:PersonSignature,TRUE,FALSE,,,,A date on which the Staff Member signed the subject screening form.,j,SignatureType,j:SignatureType,,,
j,PersonSixMonthsMinimumCurrentEmploymentIndicator,j:PersonSixMonthsMinimumCurrentEmploymentIndicator,TRUE,FALSE,,,,True if the subject has been employed a full six months or longer; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
nc,PersonSkinTone,nc:PersonSkinTone,TRUE,TRUE,,,,A data concept for a color or tone of the skin of a person.,,,,,,
j,PersonSkinToneCode,j:PersonSkinToneCode,TRUE,FALSE,,,,A color or tone of the skin of a person.,ncic,SKNCodeType,ncic:SKNCodeType,nc,PersonSkinTone,nc:PersonSkinTone
j,PersonSkinToneRapSheetCode,j:PersonSkinToneRapSheetCode,TRUE,FALSE,,,,A code set identifying the skin color or tone of a person.,j,PersonSkinToneCodeType,j:PersonSkinToneCodeType,nc,PersonSkinTone,nc:PersonSkinTone
nc,PersonSkinToneText,nc:PersonSkinToneText,TRUE,FALSE,,,,A color or tone of the skin of a person.,nc,TextType,nc:TextType,nc,PersonSkinTone,nc:PersonSkinTone
j,PersonSMTIndicator,j:PersonSMTIndicator,TRUE,FALSE,,,,"True if a person has distinguishing scars, marks, or tattoos; false otherwise.",niem-xs,boolean,niem-xs:boolean,,,
nc,PersonSpeaksLanguageIndicator,nc:PersonSpeaksLanguageIndicator,TRUE,FALSE,,,,True if a person is able to speak a language; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,PersonSpeechDescription,j:PersonSpeechDescription,TRUE,TRUE,,,,A data concept for a description of any impediments that can affect the speech of a person.,,,,,,
j,PersonSpeechDescriptionCode,j:PersonSpeechDescriptionCode,TRUE,FALSE,,,,A description of any impediments that can affect the speech of a person.,ndex,PersonSpeechCodeType,ndex:PersonSpeechCodeType,j,PersonSpeechDescription,j:PersonSpeechDescription
nc,PersonSpeechDescriptionText,nc:PersonSpeechDescriptionText,TRUE,FALSE,,"stutter, cleft palate",,A description of a pattern of speech with which a person speaks.,nc,TextType,nc:TextType,,,
nc,PersonSSNIdentification,nc:PersonSSNIdentification,TRUE,FALSE,"ssn, SSN, social security number",,This is a 9-digit numeric identifier.,A unique identification reference to a living person; assigned by the United States Social Security Administration.,nc,IdentificationType,nc:IdentificationType,,,
j,PersonStateFingerprintIdentification,j:PersonStateFingerprintIdentification,TRUE,FALSE,State ID number or a SID,,The element nc:PersonStateIdentification is the element that should be used instead of this one to refer to an ID card generally issued by the state's DMV instead of a driver license for persons who don't have a driver license.,"An identifier assigned to a person by a state identification bureau, generally based on submission of the person's fingerprints to the state's Automated Fingerprint Identification System (AFIS).",nc,IdentificationType,nc:IdentificationType,,,
nc,PersonStateIdentification,nc:PersonStateIdentification,TRUE,FALSE,,,,An identification of a person based on a state-issued ID card.,nc,IdentificationType,nc:IdentificationType,,,
scr,PersonStatusSummary,scr:PersonStatusSummary,TRUE,FALSE,,,,A status of Person involved in a Screening Encounter.,scr,PersonStatusSummaryType,scr:PersonStatusSummaryType,,,
scr,PersonStatusSummaryAugmentationPoint,scr:PersonStatusSummaryAugmentationPoint,TRUE,TRUE,,,,An augmentation point for PersonStatusSummaryType.,,,,,,
j,PersonStolenIdentityAssociation,j:PersonStolenIdentityAssociation,TRUE,FALSE,,,,A relationship between a person and a stolen identity used by that person.,j,PersonStolenIdentityAssociationType,j:PersonStolenIdentityAssociationType,,,
nc,PersonStolenIdentityAssociation,nc:PersonStolenIdentityAssociation,TRUE,FALSE,,,,An association between a person and a stolen identity used by that person.,nc,PersonIdentityAssociationType,nc:PersonIdentityAssociationType,,,
j,PersonStolenIdentityAssociationAugmentationPoint,j:PersonStolenIdentityAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for PersonStolenIdentityAssociationType.,,,,,,
scr,PersonSubjectEncounter,scr:PersonSubjectEncounter,TRUE,FALSE,,,,An association between a PERSON and ENCOUNTER,im,AlienEncounterType,im:AlienEncounterType,,,
j,PersonSuicideAttemptIndicator,j:PersonSuicideAttemptIndicator,TRUE,FALSE,,,,True if a person has attempted suicide; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,PersonSupervisingAuthorityAssociation,j:PersonSupervisingAuthorityAssociation,TRUE,FALSE,,,,"A relationship between a person and an organization that supervises and regulates their activities, contacts, etc.",nc,PersonOrganizationAssociationType,nc:PersonOrganizationAssociationType,,,
nc,PersonSurName,nc:PersonSurName,TRUE,FALSE,,,,A last name or family name of a person.,nc,PersonNameTextType,nc:PersonNameTextType,,,
nc,PersonSurNamePrefixText,nc:PersonSurNamePrefixText,TRUE,FALSE,,,,"A prefix that precedes this person's family name such as Van, Von.",nc,TextType,nc:TextType,,,
j,SentenceModificationProbation,j:SentenceModificationProbation,TRUE,FALSE,,,,A modification made to a sentence that results in the probation of the offender.,nc,SupervisionType,nc:SupervisionType,,,
j,SentenceModificationProbationIndicator,j:SentenceModificationProbationIndicator,TRUE,FALSE,,,,True if a modification made to a sentence results in the probation of the offender; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,SentenceModificationRestitutionIndicator,j:SentenceModificationRestitutionIndicator,TRUE,FALSE,,,,True if a modification made to a sentence results in the offender being assigned a restitution; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,SentenceRegisterSexOffenderIndicator,j:SentenceRegisterSexOffenderIndicator,TRUE,FALSE,,,,True if sex offender registration is required; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,SentenceSeverityLevel,j:SentenceSeverityLevel,TRUE,FALSE,,,,A severity level of a sentence.,j,SeverityLevelType,j:SeverityLevelType,,,
j,SentenceSubject,j:SentenceSubject,TRUE,FALSE,offender,,,A person who is being sentenced.,j,SubjectType,j:SubjectType,,,
j,SentenceSuspendedIndicator,j:SentenceSuspendedIndicator,TRUE,FALSE,,,,True if the sentence has been suspended; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,SentenceSuspendedTerm,j:SentenceSuspendedTerm,TRUE,FALSE,,,,A suspended term.,j,TermType,j:TermType,,,
j,SentenceTerm,j:SentenceTerm,TRUE,FALSE,,,,A duration of a sentence. Specified as either a specific term in days-months-years or as a minimum - maximum range.,j,TermType,j:TermType,,,
im,SentenceTimeNumeric,im:SentenceTimeNumeric,TRUE,FALSE,,,,A number indicating the length of sentence issued by the convicting authority to the alien.,nc,NumericType,nc:NumericType,,,
j,SentencingGuideline,j:SentencingGuideline,TRUE,FALSE,,,Used for determining a sanction.,A sentencing guideline.,j,SentencingGuidelineType,j:SentencingGuidelineType,,,
j,SentencingGuidelineAugmentationPoint,j:SentencingGuidelineAugmentationPoint,TRUE,TRUE,,,,An augmentation point for SentencingGuidelineType.,,,,,,
j,SentencingGuidelineChargeSeverityLevelText,j:SentencingGuidelineChargeSeverityLevelText,TRUE,FALSE,,,,A sentencing guideline severity level assigned to a charge by a judge or supervising agency.,nc,TextType,nc:TextType,,,
j,SentencingGuidelineDepartureCategoryText,j:SentencingGuidelineDepartureCategoryText,TRUE,FALSE,,"disposition, duration",,A kind of departure from sentencing guidelines represented by a sentence for a charge..,nc,TextType,nc:TextType,,,
j,SentencingGuidelineDepartureReasonText,j:SentencingGuidelineDepartureReasonText,TRUE,FALSE,,,,A reason a judge departs from a sentencing guideline.,nc,TextType,nc:TextType,,,
j,SentencingGuidelineMonthsMaximumText,j:SentencingGuidelineMonthsMaximumText,TRUE,FALSE,,,,"A maximum sentence, in months, called for by sentencing guidelines.",nc,TextType,nc:TextType,,,
j,SentencingGuidelineMonthsMinimumText,j:SentencingGuidelineMonthsMinimumText,TRUE,FALSE,,,,"A minimum sentence in months, outlined by sentencing guidelines, which can be imposed by a judge without indicating a reason for departure.",nc,TextType,nc:TextType,,,
j,SentencingGuidelineRecommendationMonthsText,j:SentencingGuidelineRecommendationMonthsText,TRUE,FALSE,,,,"A recommended sentence, in months, called for by sentencing guidelines.",nc,TextType,nc:TextType,,,
im,NonImmigrantWorkerPetitionConcurrentlyFiledIndicator,im:NonImmigrantWorkerPetitionConcurrentlyFiledIndicator,TRUE,FALSE,,,,True if a Petition for Non-immigrant Worker is being concurrently filed with this application; false otherwise,niem-xs,boolean,niem-xs:boolean,,,
im,NonImmigrantWorkerPetitionPreviouslyFiledReceiptNumberIdentification,im:NonImmigrantWorkerPetitionPreviouslyFiledReceiptNumberIdentification,TRUE,FALSE,,,,A Receipt/Case Number identification of a benefit previously requested.,nc,IdentificationType,nc:IdentificationType,,,
j,NonMotoristActionBeforeCrash,j:NonMotoristActionBeforeCrash,TRUE,TRUE,,,,A data concept for an action of the non-motorist prior to the crash.,,,,,,
j,NonMotoristActionBeforeCrashCode,j:NonMotoristActionBeforeCrashCode,TRUE,FALSE,,,,An action of the non-motorist prior to the crash.,mmucc,NonMotoristActionBeforeCrashCodeType,mmucc:NonMotoristActionBeforeCrashCodeType,j,NonMotoristActionBeforeCrash,j:NonMotoristActionBeforeCrash
j,NonMotoristCategory,j:NonMotoristCategory,TRUE,TRUE,,,,A data concept for a Type of Non-Motorist involved in a Traffic Accident.,,,,,,
j,NonMotoristContributingCircumstances,j:NonMotoristContributingCircumstances,TRUE,TRUE,,,,A data concept for an actions that the non-motorist was undertaking at the time of the crash.,,,,,,
j,NonMotoristContributingCircumstancesCode,j:NonMotoristContributingCircumstancesCode,TRUE,FALSE,,,,An actions that the non-motorist was undertaking at the time of the crash.,mmucc,NonMotoristContributingCircumstancesCodeType,mmucc:NonMotoristContributingCircumstancesCodeType,j,NonMotoristContributingCircumstances,j:NonMotoristContributingCircumstances
j,NonMotoristLocation,j:NonMotoristLocation,TRUE,TRUE,,,,A data concept for a non-motorist's location with respect to the roadway at the time of the crash.,,,,,,
j,NonMotoristLocationCode,j:NonMotoristLocationCode,TRUE,FALSE,,,,A non-motorist's location with respect to the roadway at the time of the crash.,mmucc,NonMotoristLocationCodeType,mmucc:NonMotoristLocationCodeType,j,NonMotoristLocation,j:NonMotoristLocation
j,NonMotoristSafetyEquipment,j:NonMotoristSafetyEquipment,TRUE,TRUE,,,,A data concept for a safety equipment(s) used by the non-motorist.,,,,,,
j,NonMotoristSafetyEquipmentCode,j:NonMotoristSafetyEquipmentCode,TRUE,FALSE,,,,A safety equipment(s) used by the non-motorist.,mmucc,NonMotoristSafetyEquipmentCodeType,mmucc:NonMotoristSafetyEquipmentCodeType,j,NonMotoristSafetyEquipment,j:NonMotoristSafetyEquipment
j,NonmotoristStrikingVehicle,j:NonmotoristStrikingVehicle,TRUE,FALSE,,,,A motor vehicle that was the first motor vehicle to strike the non-motorist.,nc,VehicleType,nc:VehicleType,,,
biom,NonPhotographicImageCategoryCode,biom:NonPhotographicImageCategoryCode,TRUE,FALSE,,,,A kind of non-photographic images,biom,NonPhotographicImageCategoryCodeType,biom:NonPhotographicImageCategoryCodeType,,,
biom,NonPhotographicImageFormatCode,biom:NonPhotographicImageFormatCode,TRUE,FALSE,,,,A Non-photographic Image Format code,nc,TextType,nc:TextType,,,
biom,NonPhotographicImageryCommentText,biom:NonPhotographicImageryCommentText,TRUE,FALSE,,,,A comment regarding a Non-photographic Imagery sample,nc,TextType,nc:TextType,,,
biom,NonPhotographicImageryDetail,biom:NonPhotographicImageryDetail,TRUE,FALSE,,,,A kind of non-photographic imagery details,biom,NonPhotographicImageryDetailType,biom:NonPhotographicImageryDetailType,biom,BiometricDetail,biom:BiometricDetail
biom,NonPhotographicImageryDetailAugmentationPoint,biom:NonPhotographicImageryDetailAugmentationPoint,TRUE,TRUE,,,,An augmentation point for NonPhotographicImageryDetail,,,,,,
it,NonVesselOperatingCarrier,it:NonVesselOperatingCarrier,TRUE,FALSE,,,,A common carrier that does not operate the vessels.,it,NonVesselOperatingCarrierType,it:NonVesselOperatingCarrierType,,,
it,NonVesselOperatingCarrierAugmentationPoint,it:NonVesselOperatingCarrierAugmentationPoint,TRUE,TRUE,,,,An augmentation point for NonVesselOperatingCarrierType.,,,,,,
it,NonVesselOperatingCarrierIDCategory,it:NonVesselOperatingCarrierIDCategory,TRUE,FALSE,,,,A coded identification of a common carrier that does not operate the vessels.,it,PartyIDCategoryType,it:PartyIDCategoryType,,,
it,NonVesselOperatingCarrierIdentification,it:NonVesselOperatingCarrierIdentification,TRUE,FALSE,,,,A unique identification of Non Vessel Operating Carrier,nc,IdentificationType,nc:IdentificationType,,,
em,Notification,em:Notification,TRUE,FALSE,,,,A written or printed notice or announcement intended to inform a specific audience of a message. A notification may only contain one message.,em,NotificationType,em:NotificationType,em,EMMessageDetail,em:EMMessageDetail
j,NotificationAugmentation,j:NotificationAugmentation,TRUE,FALSE,,,,Additional information about a Notification.,j,NotificationAugmentationType,j:NotificationAugmentationType,em,NotificationAugmentationPoint,em:NotificationAugmentationPoint
em,NotificationAugmentationPoint,em:NotificationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for NotificationType,,,,,,
j,NotificationCategory,j:NotificationCategory,TRUE,TRUE,,,,A data concept for a kind of Notification.,,,,,,
em,NotificationCategoryCode,em:NotificationCategoryCode,TRUE,FALSE,,,,A kind of possible notification message types,em,NotificationCategoryCodeType,em:NotificationCategoryCodeType,,,
scr,NotificationCategoryCodeText,scr:NotificationCategoryCodeText,TRUE,FALSE,,,,A kind of notification activity.,niem-xs,token,niem-xs:token,,,
j,NotificationCategoryText,j:NotificationCategoryText,TRUE,FALSE,,,,A kind of Notification.,nc,TextType,nc:TextType,j,NotificationCategory,j:NotificationCategory
em,NotificationConfidentialityText,em:NotificationConfidentialityText,TRUE,FALSE,,,,A textual detail about the confidentiality of a notification,nc,TextType,nc:TextType,,,
em,NotificationDateTime,em:NotificationDateTime,TRUE,FALSE,,,,A date a notification was sent or received,niem-xs,dateTime,niem-xs:dateTime,,,
j,NotificationDeliveryByMailIndicator,j:NotificationDeliveryByMailIndicator,TRUE,FALSE,,,,True if the notice was mailed to the notice; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,NotificationDeliveryInPersonIndicator,j:NotificationDeliveryInPersonIndicator,TRUE,FALSE,,,,True if the notice was given to the notice; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
em,NotificationDistributionScope,em:NotificationDistributionScope,TRUE,FALSE,,,,A set of details about the intended level of distribution of the notification message,em,NotificationDistributionScopeType,em:NotificationDistributionScopeType,,,
em,NotificationDistributionScopeAudienceDescriptionText,em:NotificationDistributionScopeAudienceDescriptionText,TRUE,FALSE,,,,A description of the distribution scope of the audience of the notification message.,nc,TextType,nc:TextType,,,
em,NotificationDistributionScopeAugmentationPoint,em:NotificationDistributionScopeAugmentationPoint,TRUE,TRUE,,,,An augmentation point for NotificationDistributionScopeType,,,,,,
em,NotificationDistributionScopeCategoryCode,em:NotificationDistributionScopeCategoryCode,TRUE,FALSE,,,,A category code denoting the intended level of distribution of the notification message,em,NotificationDistributionScopeCategoryCodeType,em:NotificationDistributionScopeCategoryCodeType,,,
j,NotificationEventCategory,j:NotificationEventCategory,TRUE,TRUE,,,,A data concept for a kind of notification event.,,,,,,
j,NotificationEventCategoryText,j:NotificationEventCategoryText,TRUE,FALSE,,,,A kind of notification event.,nc,TextType,nc:TextType,j,NotificationEventCategory,j:NotificationEventCategory
em,NotificationFunctionCategoryCode,em:NotificationFunctionCategoryCode,TRUE,FALSE,,,,A code value denoting the nature of the notification message,em,NotificationFunctionCategoryCodeType,em:NotificationFunctionCategoryCodeType,,,
em,NotificationID,em:NotificationID,TRUE,FALSE,,,,"An identifier of the alert message. A number or string uniquely identifying this message, assigned by the sender",niem-xs,string,niem-xs:string,,,
em,NotificationKeywordText,em:NotificationKeywordText,TRUE,FALSE,,,,A significant word or phrase related to the notification message. It may determine message routing decisions,nc,TextType,nc:TextType,,,
em,NotificationLanguageCode,em:NotificationLanguageCode,TRUE,FALSE,,,,A code denoting the primary language used in the payload or body of the notification message,iso_639-3,LanguageCodeType,iso_639-3:LanguageCodeType,,,
em,NotificationMessageStatusCode,em:NotificationMessageStatusCode,TRUE,FALSE,,,,A possible message status types indicating outcome of notification transmission,em,NotificationMessageStatusCodeType,em:NotificationMessageStatusCodeType,,,
em,NotificationMessageText,em:NotificationMessageText,TRUE,FALSE,,,,A notification message text,nc,TextType,nc:TextType,,,
em,NotificationOriginationDateTime,em:NotificationOriginationDateTime,TRUE,FALSE,,,,A date and time for the origination of a notification,niem-xs,dateTime,niem-xs:dateTime,,,
em,NotificationOriginator,em:NotificationOriginator,TRUE,FALSE,,,,An originator of the notification,em,NotifierType,em:NotifierType,,,
j,NotificationPreparationDate,j:NotificationPreparationDate,TRUE,FALSE,,,,A date on which the notice was prepared.,nc,DateType,nc:DateType,,,
j,NotificationPurpose,j:NotificationPurpose,TRUE,TRUE,,,,A data concept for a kind of purpose for the notification.,,,,,,
j,NotificationPurposeText,j:NotificationPurposeText,TRUE,FALSE,,,,A kind of purpose for the notification.,nc,TextType,nc:TextType,j,NotificationPurpose,j:NotificationPurpose
em,NotificationRecipient,em:NotificationRecipient,TRUE,FALSE,,,,A recipient of the notification,em,NotifierType,em:NotifierType,,,
em,NotificationRepresentation,em:NotificationRepresentation,TRUE,TRUE,,,,A data concept for notification types and details,,,,,,
j,NotificationRequest,j:NotificationRequest,TRUE,FALSE,,,,A request from a person or organization to be notified about a subject's release or transfer.,j,NotificationRequestType,j:NotificationRequestType,,,
j,NotificationRequestAugmentationPoint,j:NotificationRequestAugmentationPoint,TRUE,TRUE,,,,An augmentation point for NotificationRequestType.,,,,,,
j,NotificationRequestAuthorityText,j:NotificationRequestAuthorityText,TRUE,FALSE,,,,An authority requesting remand of a subject once conditions of custody have been completed.,nc,TextType,nc:TextType,,,
j,NotificationRequestSequenceNumeric,j:NotificationRequestSequenceNumeric,TRUE,FALSE,,,,A sequential number assigned to the detainer notification request based on order of receipt.,niem-xs,nonNegativeInteger,niem-xs:nonNegativeInteger,,,
j,NotificationResponseReceivedNotificationDate,j:NotificationResponseReceivedNotificationDate,TRUE,FALSE,,,,A date when a response notification was received.,nc,DateType,nc:DateType,,,
j,NotificationResponseSummaryText,j:NotificationResponseSummaryText,TRUE,FALSE,,,,An open text from the individual addressed in the notification that is used in the response.,nc,TextType,nc:TextType,,,
j,NotificationSentDate,j:NotificationSentDate,TRUE,FALSE,,,,A date that was notification was sent.,nc,DateType,nc:DateType,,,
em,NotificationSource,em:NotificationSource,TRUE,TRUE,,,,"A data concept for the specific source of this alert; e.g., an operator or a specific device",,,,,,
em,NotificationSourceID,em:NotificationSourceID,TRUE,FALSE,,,,"An identifier for the particular source of this alert; e.g., an operator or a specific device",niem-xs,string,niem-xs:string,em,NotificationSource,em:NotificationSource
em,NotificationSourceNameText,em:NotificationSourceNameText,TRUE,FALSE,,,,"A name of particular source of this alert; e.g., an operator or a specific device",nc,TextType,nc:TextType,em,NotificationSource,em:NotificationSource
j,NotificationSubjectText,j:NotificationSubjectText,TRUE,FALSE,,,,"A subject line for each notification crafted by the system based on user, provider, and event.",nc,TextType,nc:TextType,,,
j,NotificationSummaryText,j:NotificationSummaryText,TRUE,FALSE,,,,An open text in a notification typed in by the user sending the notification.,nc,TextType,nc:TextType,,,
em,NotificationTargetLocation,em:NotificationTargetLocation,TRUE,FALSE,,,,A notification target location,em,NotificationTargetLocationType,em:NotificationTargetLocationType,nc,Location,nc:Location
em,NotificationTargetLocationAugmentationPoint,em:NotificationTargetLocationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for NotificationTargetLocationType,,,,,,
em,NotifierAugmentationPoint,em:NotifierAugmentationPoint,TRUE,TRUE,,,,An augmentation point for Notifer,,,,,,
em,NotifierRoleDescriptionText,em:NotifierRoleDescriptionText,TRUE,FALSE,,,,"A description of the message Originator's/Recipient's role, as it may determine message distribution and presentation decisions. The list and associated value(s) is derived from the Uniform Resource Name of a published list of values and definitions, and the content is a string (which may represent a number) denoting the value itself",nc,TextType,nc:TextType,,,
em,NotifierRoleIdentification,em:NotifierRoleIdentification,TRUE,FALSE,,,,"An identification of the message Originator's/Recipient's role, as it may determine message distribution and presentation decisions. The list and associated value(s) is derived from the Uniform Resource Name of a published list of values and definitions, and the content",nc,IdentificationType,nc:IdentificationType,,,
it,NotifyParty,it:NotifyParty,TRUE,FALSE,,,,A party to be notified.,it,NotifyPartyType,it:NotifyPartyType,,,
it,NotifyPartyAugmentationPoint,it:NotifyPartyAugmentationPoint,TRUE,TRUE,,,,An augmentation point for NotifyPartyType.,,,,,,
it,NotifyPartyIDCategory,it:NotifyPartyIDCategory,TRUE,FALSE,,,,A coded identification of the identification of a party to be notified.,it,PartyIDCategoryType,it:PartyIDCategoryType,,,
it,NotifyPartyIdentification,it:NotifyPartyIdentification,TRUE,FALSE,,,,A unique identification of Notify Party,nc,IdentificationType,nc:IdentificationType,,,
it,NTNPassportNumberID,it:NTNPassportNumberID,TRUE,FALSE,,,,An identifier for a NTN Passport Number.,niem-xs,string,niem-xs:string,,,
cbrn,Nuclide,cbrn:Nuclide,TRUE,FALSE,,,,A set of data for the analysis results for a single radionuclide.,cbrn,NuclideType,cbrn:NuclideType,,,
cbrn,NuclideActivityUncertaintyValue,cbrn:NuclideActivityUncertaintyValue,TRUE,FALSE,,,,"A 1-sigma absolute uncertainty in the value of  a NuclideActivityValue, expressed in kilobequerel (kBq) units.",cbrn,NuclideActivityUncertaintyType,cbrn:NuclideActivityUncertaintyType,,,
cbrn,NuclideActivityValue,cbrn:NuclideActivityValue,TRUE,FALSE,,,,"A calculated activity of a nuclide at the measurement time, expressed in kilobequerel (kBq) units.",cbrn,NuclideActivityType,cbrn:NuclideActivityType,,,
cbrn,NuclideAnalysisReducedChiSquareValue,cbrn:NuclideAnalysisReducedChiSquareValue,TRUE,FALSE,,,,"A value for the difference between the observed data and predicted values, normalized to an expected value of unity.",cbrn,NonNegativeDoubleType,cbrn:NonNegativeDoubleType,,,
cbrn,NuclideAnalysisResults,cbrn:NuclideAnalysisResults,TRUE,FALSE,,,,A result/A set of data providing the results of a radionuclide analysis.,cbrn,NuclideAnalysisResultsType,cbrn:NuclideAnalysisResultsType,,,
cbrn,NuclideAnalysisResultsAugmentationPoint,cbrn:NuclideAnalysisResultsAugmentationPoint,TRUE,TRUE,,,,An augmentation point for cbrn:NuclideAnalysisResultsType.,,,,,,
cbrn,NuclideAugmentationPoint,cbrn:NuclideAugmentationPoint,TRUE,TRUE,,,,An augmentation point for cbrn:NuclideType.,,,,,,
cbrn,NuclideCategoryDescriptionText,cbrn:NuclideCategoryDescriptionText,TRUE,FALSE,,,,A description of the category of the nuclide.,niem-xs,string,niem-xs:string,,,
cbrn,NuclideIDConfidenceDescriptionText,cbrn:NuclideIDConfidenceDescriptionText,TRUE,FALSE,,,,"A free-form text description of the confidence in the identification status of this nuclide; for example, Low, Medium, High.",niem-xs,string,niem-xs:string,cbrn,NuclideIdentificationConfidence,cbrn:NuclideIdentificationConfidence
cbrn,NuclideIDConfidenceUncertaintyValue,cbrn:NuclideIDConfidenceUncertaintyValue,TRUE,FALSE,,,,A value for the 1-sigma absolute uncertainty in the value of NuclideIDConfidenceValue.,cbrn,ZeroToOneDoubleType,cbrn:ZeroToOneDoubleType,cbrn,NuclideIdentificationConfidence,cbrn:NuclideIdentificationConfidence
cbrn,NuclideIDConfidenceValue,cbrn:NuclideIDConfidenceValue,TRUE,FALSE,,,,"An Indication of confidence ranging from 0.0 to 100.0 percent, in the identification status of a nuclide, where increasing values indicate more certainty that the nuclide is present.  The interpretation of this value is dependent on the characteristics of the nuclide identification algorithm.",cbrn,NuclideIDConfidenceValueType,cbrn:NuclideIDConfidenceValueType,cbrn,NuclideIdentificationConfidence,cbrn:NuclideIdentificationConfidence
cbrn,NuclideIdentificationConfidence,cbrn:NuclideIdentificationConfidence,TRUE,TRUE,,,,A data concept for the confidence of identification of a nuclide.,,,,,,
cbrn,NuclideIdentifiedIndicator,cbrn:NuclideIdentifiedIndicator,TRUE,FALSE,,,,True if identified; false otherwise.  Indicates whether the nuclide was identified by the analysis.,niem-xs,boolean,niem-xs:boolean,,,
cbrn,NuclideMinimumDetectableActivityValue,cbrn:NuclideMinimumDetectableActivityValue,TRUE,FALSE,,,,"A value for the minimum detectable activity (MDA) of a nuclide, expressed in kilobequerel (kBq) units.",cbrn,NuclideMDAType,cbrn:NuclideMDAType,,,
cbrn,NuclideName,cbrn:NuclideName,TRUE,FALSE,,,,A Name of the nuclide.,cbrn,NonBlankStringType,cbrn:NonBlankStringType,,,
cbrn,NuclideShieldingArealDensityValue,cbrn:NuclideShieldingArealDensityValue,TRUE,FALSE,,,,"An estimated effective areal density of the material shielding a nuclide, in g/cm^2.",cbrn,ArealDensityType,cbrn:ArealDensityType,,,
cbrn,NuclideShieldingAtomicNumberID,cbrn:NuclideShieldingAtomicNumberID,TRUE,FALSE,,,,An identifier of the estimated effective atomic number of the material shielding a nuclide.,cbrn,PositiveDoubleType,cbrn:PositiveDoubleType,,,
cbrn,NuclideSourceGeometryCode,cbrn:NuclideSourceGeometryCode,TRUE,FALSE,,,,An assessed geometry of a radiation source.,cbrncl,SourceGeometryCodeType,cbrncl:SourceGeometryCodeType,,,
biom,NumericFormatText,biom:NumericFormatText,TRUE,FALSE,,,,A kind of numeric format that contains Integer and floating point representations,nc,TextType,nc:TextType,,,
nc,Obligation,nc:Obligation,TRUE,FALSE,,,,A thing that is owed to an entity.,nc,ObligationType,nc:ObligationType,,,
it,ObligationAugmentation,it:ObligationAugmentation,TRUE,FALSE,,,,Additional information about an obligation.,it,ObligationAugmentationType,it:ObligationAugmentationType,nc,ObligationAugmentationPoint,nc:ObligationAugmentationPoint
j,ObligationAugmentation,j:ObligationAugmentation,TRUE,FALSE,,,,Additional information about a Obligation.,j,ObligationAugmentationType,j:ObligationAugmentationType,nc,ObligationAugmentationPoint,nc:ObligationAugmentationPoint
nc,ObligationAugmentationPoint,nc:ObligationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ObligationType.,,,,,,
nc,ObligationCategoryText,nc:ObligationCategoryText,TRUE,FALSE,,"fee, fine, support, restitution, community service, damages, court costs",,A kind of obligation.,nc,TextType,nc:TextType,,,
nc,ObligationCompleteIndicator,nc:ObligationCompleteIndicator,TRUE,FALSE,,,,True if an obligation has been fulfilled; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
nc,ObligationComplianceIndicator,nc:ObligationComplianceIndicator,TRUE,FALSE,,True if no overdue or outstanding payments to be made,,True if a person with an obligation is in compliance with the requirements; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
